Ambulance_ID,Ambulance_Type,Latitude,Longitude,Availability
AMB_0047,Advanced Life Support,26.956687907182673,75.99922456621701,Available
AMB_0048,Basic Life Support,26.813194473351924,75.71005875243848,Available
AMB_0049,Advanced Life Support,26.853489637773492,75.76015592310002,Available
AMB_0050,Advanced Life Support,26.830143574047433,75.76445686391178,Busy
AMB_0051,Advanced Life Support,26.77995500873643,75.65611672330627,Available
AMB_0052,Critical Care,26.753735986108428,75.77216352420321,Available
AMB_0053,Basic Life Support,26.754828067382686,75.83108543466146,Available
AMB_0054,Advanced Life Support,26.92726296268209,75.82878378400335,Available
AMB_0055,Basic Life Support,26.841258322405892,75.84794812885544,Busy
AMB_0056,Basic Life Support,26.776368501688637,75.72440927397612,Available
AMB_0057,Advanced Life Support,26.947051354820957,75.87777391155127,Available
AMB_0058,Basic Life Support,26.762909952068625,75.7264822493948,Busy
AMB_0059,Advanced Life Support,26.861442642894982,75.81212231842701,Available
AMB_0060,Basic Life Support,26.770672891208626,75.66830108710633,Busy
AMB_0061,Basic Life Support,26.83723932085819,75.790593215474,Available
AMB_0062,Critical Care,26.874651613356658,75.7374977310121,Available
AMB_0063,Basic Life Support,26.955585288094813,75.7930588248676,Available
AMB_0064,Advanced Life Support,26.87307608969824,75.77354017187274,Busy
AMB_0065,Basic Life Support,26.94241411351278,75.8126897174813,Available
AMB_0066,Basic Life Support,26.848122415312343,75.70055411098859,Available
AMB_0067,Basic Life Support,26.827334601583225,75.96463241519717,Busy
AMB_0068,Advanced Life Support,26.826760525070405,75.67923914999928,Busy
AMB_0069,Advanced Life Support,26.953322426521712,75.99160526000917,Available
AMB_0070,Advanced Life Support,26.77197787546542,75.66705510272955,Busy
AMB_0071,Basic Life Support,26.830031588449962,75.88057079301385,Busy
AMB_0072,Advanced Life Support,26.860443726032493,75.65158803510732,Available
AMB_0073,Advanced Life Support,26.755490559154754,75.82465653806345,Busy
AMB_0074,Advanced Life Support,26.849338015792863,75.70853494615307,Available
AMB_0075,Critical Care,26.81681087586133,75.79754047787844,Available
AMB_0076,Advanced Life Support,26.95196715444055,75.89468162134337,Available
AMB_0077,Advanced Life Support,26.964320180874182,75.65612669233755,Busy
AMB_0078,Critical Care,26.98252336705299,75.76008776489087,Available
AMB_0079,Basic Life Support,26.788809360744512,75.94643966579096,Available
AMB_0080,Advanced Life Support,26.827595513802834,75.8806824551188,Available
AMB_0081,Advanced Life Support,26.819455029408743,75.86102076606277,Available
AMB_0082,Advanced Life Support,26.845157788526492,75.88165761093505,Available
AMB_0083,Basic Life Support,26.94538562696266,75.7409868264407,Available
AMB_0084,Critical Care,26.99997216561641,75.70401454440656,Available
AMB_0085,Critical Care,26.792876672363253,75.80312593464913,Available
AMB_0086,Advanced Life Support,26.98072002764164,75.96255837314116,Available
AMB_0087,Advanced Life Support,26.89761983088018,75.96758202431961,Available
AMB_0088,Advanced Life Support,26.91504104194345,75.94593513327011,Busy
AMB_0089,Basic Life Support,26.762660945329973,75.88537916092103,Available
AMB_0090,Advanced Life Support,26.76999601240187,75.87170192760377,Available
AMB_0091,Critical Care,26.829197646556583,75.92353357742525,Available
AMB_0092,Advanced Life Support,26.82307759272833,75.84453553023539,Available
AMB_0093,Basic Life Support,26.89551312994215,75.70116892060616,Available
AMB_0094,Critical Care,26.927032604659935,75.98377597439654,Available
AMB_0095,Basic Life Support,26.915150719927745,75.90144445389585,Busy
AMB_0096,Basic Life Support,26.98058429804932,75.88200485301758,Busy
AMB_0097,Basic Life Support,26.849005820373595,75.67604857883981,Available
AMB_0098,Basic Life Support,26.793040549142702,75.79200153804165,Available
AMB_0099,Advanced Life Support,26.833657164228317,75.6634286906343,Available
AMB_0100,Critical Care,26.866789533772558,75.84004032815581,Busy
AMB_0101,Advanced Life Support,26.92968049884119,75.73161192767742,Available
AMB_0102,Basic Life Support,26.754665454443273,75.9239992294286,Available
AMB_0103,Basic Life Support,26.83295977273709,75.9352790960274,Available
AMB_0104,Basic Life Support,26.864872683217875,75.84355593273702,Available
AMB_0105,Advanced Life Support,26.940700822253106,75.83189986389638,Busy
AMB_0106,Advanced Life Support,26.94767616653303,75.98476029375612,Busy
AMB_0107,Critical Care,26.997630085571046,75.69957129336295,Available
AMB_0108,Advanced Life Support,26.97248427958884,75.76153351149495,Busy
AMB_0109,Advanced Life Support,26.945201679181842,75.79320343534143,Maintenance
AMB_0110,Advanced Life Support,26.78858294099782,75.93090979491996,Available
AMB_0111,Basic Life Support,26.862552905774393,75.97675085695994,Available
AMB_0112,Basic Life Support,26.793279507776546,75.68107003477677,Available
AMB_0113,Critical Care,26.780202906377113,75.71658715967318,Available
AMB_0114,Basic Life Support,26.866295738917483,75.9165617925755,Available
AMB_0115,Advanced Life Support,26.784110669709403,75.67043733393058,Busy
AMB_0116,Advanced Life Support,26.877556691038745,75.72741785698068,Available
AMB_0117,Advanced Life Support,26.774409360361517,75.92525624787514,Available
AMB_0118,Advanced Life Support,26.99706695312476,75.84242992407135,Available
AMB_0119,Critical Care,26.819497784998873,75.70819916128356,Available
AMB_0120,Advanced Life Support,26.82888628705226,75.74088398639493,Busy
AMB_0121,Advanced Life Support,26.86272416029335,75.74699599657306,Available
AMB_0122,Advanced Life Support,26.93651920309138,75.72108284277276,Available
AMB_0123,Advanced Life Support,26.77516971414147,75.98356617132195,Available
AMB_0124,Critical Care,26.869977019569664,75.6826881213525,Available
AMB_0125,Basic Life Support,26.819602276351866,75.93284090275372,Available
AMB_0126,Critical Care,26.840263709043896,75.89707752861864,Busy
AMB_0127,Basic Life Support,26.89384419345802,75.938200978251,Available
AMB_0128,Basic Life Support,26.91711637116839,75.98797440141398,Available
AMB_0129,Basic Life Support,26.905677828870967,75.9085101796068,Available
AMB_0130,Advanced Life Support,26.7879658807904,75.74656656613224,Available
AMB_0131,Advanced Life Support,26.882184217001004,75.7428132409353,Maintenance
AMB_0132,Advanced Life Support,26.778152888273834,75.98649929483754,Available
AMB_0133,Basic Life Support,26.93375958038724,75.95760242429746,Available
AMB_0134,Basic Life Support,26.927545625752284,75.69548627289433,Available
AMB_0135,Advanced Life Support,26.773339987351246,75.75302928339151,Available
AMB_0136,Basic Life Support,26.992733583486228,75.66293992088747,Available
AMB_0137,Advanced Life Support,26.824728053062902,75.73603135537994,Available
AMB_0138,Advanced Life Support,26.841979905541606,75.72368564812399,Maintenance
AMB_0139,Advanced Life Support,26.977180770731145,75.90393125562348,Available
AMB_0140,Advanced Life Support,26.987326977454124,75.6820692954513,Available
AMB_0141,Basic Life Support,26.93921853784441,75.670808333947,Busy
AMB_0142,Advanced Life Support,26.96582942029928,75.82335544008808,Available
AMB_0143,Critical Care,26.875563752094386,75.71411361681719,Available
AMB_0144,Advanced Life Support,26.83790811500639,75.8381164178156,Available
AMB_0145,Advanced Life Support,26.988325620414294,75.80553284234944,Available
AMB_0146,Advanced Life Support,26.88528555333619,75.69640519585772,Available
AMB_0147,Critical Care,26.960615565147396,75.79144687211716,Available
AMB_0148,Basic Life Support,26.877685409650905,75.66032497920415,Busy
AMB_0149,Basic Life Support,26.76426543626756,75.99719329033354,Available
AMB_0150,Critical Care,26.951119354380427,75.86643117592698,Available
AMB_0151,Advanced Life Support,26.753588326866478,75.93434402752091,Available
AMB_0152,Basic Life Support,26.826308483285967,75.6962286754587,Busy
AMB_0153,Basic Life Support,26.964155324941657,75.73567848012183,Busy
AMB_0154,Advanced Life Support,26.833408930634917,75.9974455489947,Available
AMB_0155,Advanced Life Support,26.990085770498023,75.74068468166612,Busy
AMB_0156,Advanced Life Support,26.797215365319772,75.898097338102,Busy
AMB_0157,Critical Care,26.996112451195813,75.6660157787244,Busy
AMB_0158,Basic Life Support,26.766114470973296,75.83197456042745,Busy
AMB_0159,Advanced Life Support,26.783511438765224,75.69751569443875,Available
AMB_0160,Critical Care,26.806132807173388,75.86571926501885,Busy
AMB_0161,Critical Care,26.928788623508446,75.74569457130536,Available
AMB_0162,Advanced Life Support,26.9152900344255,75.9049014551871,Available
AMB_0163,Advanced Life Support,26.86704824818417,75.72725870731934,Available
AMB_0164,Basic Life Support,26.904554184774025,75.66867858284698,Busy
AMB_0165,Basic Life Support,26.848556647710623,75.78626982052326,Busy
AMB_0166,Basic Life Support,26.778137459147278,75.97926355347103,Maintenance
AMB_0167,Basic Life Support,26.812498568895514,75.75319412286815,Available
AMB_0168,Basic Life Support,26.866430555415583,75.97941177213885,Busy
AMB_0169,Critical Care,26.973694282652318,75.67968760516423,Available
AMB_0170,Advanced Life Support,26.942042151249147,75.87139528241255,Available
AMB_0171,Critical Care,26.795366305966816,75.84767613276294,Available
AMB_0172,Critical Care,26.907113020307676,75.66419209132097,Available
AMB_0173,Advanced Life Support,26.98337749221322,75.72369664948178,Available
AMB_0174,Basic Life Support,26.755824226967484,75.94300480177075,Busy
AMB_0175,Advanced Life Support,26.812991768796444,75.86995900154645,Available
AMB_0176,Basic Life Support,26.99647778948641,75.67317711493057,Available
AMB_0177,Advanced Life Support,26.92540125629951,75.91595256687717,Available
AMB_0178,Basic Life Support,26.811099648412576,75.672846809121,Available
AMB_0179,Basic Life Support,26.89402007561253,75.70763075548614,Busy
AMB_0180,Basic Life Support,26.970871002290952,75.88153631371534,Available
AMB_0181,Critical Care,26.998841905690153,75.94779766326174,Available
AMB_0182,Advanced Life Support,26.967138420433542,75.92587088083472,Maintenance
AMB_0183,Critical Care,26.913217420729303,75.7279975158306,Available
AMB_0184,Basic Life Support,26.880930214606803,75.92804227740582,Available
AMB_0185,Basic Life Support,26.842067268071837,75.84041777386496,Available
AMB_0186,Basic Life Support,26.99517487884555,75.882682698743,Available
AMB_0187,Basic Life Support,26.97300003946555,75.69615076061396,Busy
AMB_0188,Advanced Life Support,26.975381263067536,75.8177138383438,Busy
AMB_0189,Basic Life Support,26.75447170975292,75.94912706844067,Available
AMB_0190,Advanced Life Support,26.80073906255202,75.70650334756616,Available
AMB_0191,Basic Life Support,26.853260541342383,75.97544022940247,Available
AMB_0192,Basic Life Support,26.981788872779436,75.87055525984283,Busy
AMB_0193,Advanced Life Support,26.86158420938783,75.95468407786926,Available
AMB_0194,Advanced Life Support,26.88340439685228,75.83701001895925,Available
AMB_0195,Basic Life Support,26.801391490613604,75.81574523325175,Busy
AMB_0196,Critical Care,26.819773430122627,75.80526329443241,Available
AMB_0197,Advanced Life Support,26.907061883332574,75.81313991717744,Available
AMB_0198,Basic Life Support,26.847559120679612,75.81249902862771,Available
AMB_0199,Basic Life Support,26.81901572581839,75.93271591883148,Available
AMB_0200,Basic Life Support,26.905503983902396,75.97549319651391,Busy
AMB_0201,Basic Life Support,26.89469080049095,75.80009140334501,Available
AMB_0202,Advanced Life Support,26.85816571258951,75.9229648134011,Busy
AMB_0203,Advanced Life Support,26.89567847002171,75.89839495988434,Available
AMB_0204,Basic Life Support,26.99859726690376,75.69565996825082,Busy
AMB_0205,Basic Life Support,26.864466075054988,75.7305324165126,Available
AMB_0206,Advanced Life Support,26.832756708426718,75.70362957168454,Available
AMB_0207,Basic Life Support,26.912340392414634,75.77497974429137,Busy
AMB_0208,Advanced Life Support,26.887857338204356,75.97352211911787,Busy
AMB_0209,Basic Life Support,26.98068910817559,75.68335739360737,Busy
AMB_0210,Basic Life Support,26.871917125445837,75.78375884383028,Available
AMB_0211,Advanced Life Support,26.875191588112305,75.65425954772898,Available
AMB_0212,Basic Life Support,26.888314747078407,75.80600350545204,Busy
AMB_0213,Critical Care,26.995466394449572,75.73120266329947,Maintenance
AMB_0214,Advanced Life Support,26.843954628659844,75.98455216766375,Available
AMB_0215,Advanced Life Support,26.922990083398098,75.80909032671548,Busy
AMB_0216,Advanced Life Support,26.848616104424416,75.87320146955877,Available
AMB_0217,Critical Care,26.861494208142574,75.90292813073182,Available
AMB_0218,Critical Care,26.79594304997714,75.88861611158663,Available
AMB_0219,Basic Life Support,26.83829178149305,75.73956395398784,Available
AMB_0220,Advanced Life Support,26.934571689189557,75.99561224192203,Busy
AMB_0221,Advanced Life Support,26.928990699987406,75.73363438381031,Available
AMB_0222,Advanced Life Support,26.87632795355815,75.8493863406768,Available
AMB_0223,Basic Life Support,26.8633906303298,75.83268884626182,Available
AMB_0224,Advanced Life Support,26.75480715627565,75.65521993460361,Maintenance
AMB_0225,Advanced Life Support,26.97870210512234,75.70697014229185,Available
AMB_0226,Advanced Life Support,26.928378884751698,75.74861393096771,Available
AMB_0227,Basic Life Support,26.785745423689317,75.65141376072691,Available
AMB_0228,Basic Life Support,26.926450955378474,75.73320081387331,Busy
AMB_0229,Basic Life Support,26.940685920483745,75.65930037006926,Available
AMB_0230,Basic Life Support,26.905110533352683,75.65182084983077,Available
AMB_0231,Basic Life Support,26.76006551071537,75.84577084281793,Available
AMB_0232,Advanced Life Support,26.967192188125225,75.86964103515098,Available
AMB_0233,Advanced Life Support,26.826650577704047,75.9745821751823,Busy
AMB_0234,Critical Care,26.860368010469294,75.79012452770148,Available
AMB_0235,Basic Life Support,26.968419286459543,75.71381609810996,Maintenance
AMB_0236,Critical Care,26.83892554938411,75.90274746627016,Busy
AMB_0237,Advanced Life Support,26.805650576502863,75.67030387162704,Busy
AMB_0238,Advanced Life Support,26.918620892623924,75.7214057786971,Available
AMB_0239,Advanced Life Support,26.802196515800635,75.74534235297777,Available
AMB_0240,Basic Life Support,26.988773716465225,75.87648153669865,Available
AMB_0241,Critical Care,26.903634852778758,75.93750403105948,Maintenance
AMB_0242,Advanced Life Support,26.91302628955708,75.65632558004063,Busy
AMB_0243,Advanced Life Support,26.92022452445422,75.82091117069433,Available
AMB_0244,Basic Life Support,26.903511846342347,75.82809037654529,Available
AMB_0245,Advanced Life Support,26.928430847023805,75.97397804283149,Busy
AMB_0246,Basic Life Support,26.785123807961792,75.92671348455046,Maintenance
AMB_0247,Advanced Life Support,26.976989379540164,75.93757714794536,Available
AMB_0248,Advanced Life Support,26.794153615069312,75.85178485773464,Maintenance
AMB_0249,Basic Life Support,26.8672239775738,75.91816392911252,Available
AMB_0250,Advanced Life Support,26.927685995817544,75.8137632988926,Maintenance
AMB_0251,Critical Care,26.83264419976898,75.65121517055564,Busy
AMB_0252,Basic Life Support,26.96530418870354,75.89484462562895,Available
AMB_0253,Advanced Life Support,26.955565395908547,75.66745370547393,Available
AMB_0254,Advanced Life Support,26.76891472110527,75.82652202987241,Available
AMB_0255,Basic Life Support,26.884193160327552,75.69096760780597,Available
AMB_0256,Basic Life Support,26.934648756817747,75.6997777133589,Available
AMB_0257,Basic Life Support,26.810693503828034,75.67729639999165,Busy
AMB_0258,Advanced Life Support,26.87398038724246,75.9787984891096,Busy
AMB_0259,Advanced Life Support,26.79688000463846,75.9688005263707,Available
AMB_0260,Advanced Life Support,26.91368215117024,75.67602443092875,Available
AMB_0261,Advanced Life Support,26.892322123664705,75.99123301707849,Available
AMB_0262,Advanced Life Support,26.774908589241974,75.92315298254442,Available
AMB_0263,Advanced Life Support,26.844018540916387,75.78014852959355,Busy
AMB_0264,Advanced Life Support,26.986919612480822,75.65351286345238,Busy
AMB_0265,Advanced Life Support,26.86302582365996,75.71853213799571,Available
AMB_0266,Critical Care,26.88536046998896,75.7693438742891,Available
AMB_0267,Advanced Life Support,26.896794201988186,75.77748797001,Busy
AMB_0268,Critical Care,26.80339120247142,75.80799542741529,Available
AMB_0269,Advanced Life Support,26.765892744605576,75.89539252966549,Available
AMB_0270,Advanced Life Support,26.75265394817025,75.88289316128304,Available
AMB_0271,Basic Life Support,26.978592338375133,75.71793495742034,Busy
AMB_0272,Basic Life Support,26.92264141565918,75.94636852204482,Busy
AMB_0273,Advanced Life Support,26.944617052470967,75.79025040838438,Available
AMB_0274,Advanced Life Support,26.944957417295857,75.98944386191761,Maintenance
AMB_0275,Advanced Life Support,26.968643715210877,75.92004344274424,Available
AMB_0276,Advanced Life Support,26.7830023068961,75.93319287996962,Available
AMB_0277,Basic Life Support,26.951911524682256,75.85588941222838,Busy
AMB_0278,Basic Life Support,26.877806201322812,75.83054048561594,Maintenance
AMB_0279,Critical Care,26.941967402162152,75.80516416798469,Available
AMB_0280,Critical Care,26.991390199084393,75.72491084477535,Available
AMB_0281,Basic Life Support,26.81020075821246,75.93575956150401,Available
AMB_0282,Basic Life Support,26.943052421465868,75.72500591924553,Available
AMB_0283,Basic Life Support,26.823251561777955,75.69574269666313,Available
AMB_0284,Advanced Life Support,26.89292264994846,75.9919898467435,Available
AMB_0285,Basic Life Support,26.79158067133368,75.73857803337596,Available
AMB_0286,Basic Life Support,26.8662608882566,75.66523808274647,Available
AMB_0287,Basic Life Support,26.91187880885617,75.88045205259144,Available
AMB_0288,Basic Life Support,26.95461197846883,75.84649401162599,Available
AMB_0289,Advanced Life Support,26.8329343919041,75.65494636009623,Busy
AMB_0290,Critical Care,26.77267014326549,75.69745649377253,Busy
AMB_0291,Advanced Life Support,26.85712353652866,75.785114086318,Available
AMB_0292,Basic Life Support,26.776486525817997,75.79488795373982,Maintenance
AMB_0293,Basic Life Support,26.76542372392878,75.97423737553977,Available
AMB_0294,Advanced Life Support,26.86731867017618,75.73883768322978,Available
AMB_0295,Basic Life Support,26.750998860290338,75.8048203775859,Available
AMB_0296,Basic Life Support,26.863372267489396,75.78959854937607,Available
AMB_0297,Critical Care,26.97257214707722,75.84019019235468,Available
AMB_0298,Advanced Life Support,26.942105158324118,75.90689223056306,Available
AMB_0299,Basic Life Support,26.93667691992368,75.82741090957315,Available
AMB_0300,Basic Life Support,26.88156486244544,75.73454687327369,Busy
AMB_0301,Advanced Life Support,26.830023838405495,75.93130534967509,Available
AMB_0302,Critical Care,26.971420471125878,75.7515090932892,Available
AMB_0303,Advanced Life Support,26.926779847398024,75.67337354297108,Available
AMB_0304,Basic Life Support,26.816170611730016,75.68149939455569,Available
AMB_0305,Advanced Life Support,26.925463105233096,75.73080837197851,Available
AMB_0306,Advanced Life Support,26.962901159483216,75.66025087369766,Available
AMB_0307,Critical Care,26.868508646850486,75.95773073362375,Available
AMB_0308,Advanced Life Support,26.87497915358448,75.90294071154806,Maintenance
AMB_0309,Basic Life Support,26.89867548563461,75.93982181703252,Available
AMB_0310,Critical Care,26.90304251700901,75.68605357163396,Busy
AMB_0311,Advanced Life Support,26.911672104587538,75.99760885025263,Available
AMB_0312,Advanced Life Support,26.9504241897704,75.67660049272344,Available
AMB_0313,Advanced Life Support,26.83284957778427,75.99425904131576,Busy
AMB_0314,Critical Care,26.87406837167058,75.99899029244197,Available
AMB_0315,Critical Care,26.86600767980567,75.94549255227345,Busy
AMB_0316,Critical Care,26.87463649583613,75.68462478309551,Available
AMB_0317,Critical Care,26.911074839635646,75.87193123880276,Available
AMB_0318,Basic Life Support,26.969014725175512,75.807944957302,Available
AMB_0319,Advanced Life Support,26.768316752010826,75.96187193071856,Busy
AMB_0320,Basic Life Support,26.888802412247937,75.7877024603936,Available
AMB_0321,Advanced Life Support,26.75835744674152,75.81492566571863,Busy
AMB_0322,Advanced Life Support,26.768844156586002,75.74156128938142,Available
AMB_0323,Basic Life Support,26.808560512883226,75.76500431430377,Busy
AMB_0324,Basic Life Support,26.919233387013637,75.74073182666262,Busy
AMB_0325,Basic Life Support,26.864306323860195,75.70349008854654,Busy
AMB_0326,Advanced Life Support,26.778158995435152,75.84412492107914,Busy
AMB_0327,Basic Life Support,26.959594127011584,75.66107181197856,Available
AMB_0328,Advanced Life Support,26.959108991738464,75.88327277201113,Available
AMB_0329,Basic Life Support,26.972416715279547,75.98811608041474,Available
AMB_0330,Basic Life Support,26.752897695242048,75.76980908868515,Available
AMB_0331,Advanced Life Support,26.75586384594661,75.8827779317643,Available
AMB_0332,Critical Care,26.77655087980987,75.82556251414368,Busy
AMB_0333,Advanced Life Support,26.83022009317327,75.8158798885393,Maintenance
AMB_0334,Advanced Life Support,26.885776037529457,75.97343434909928,Available
AMB_0335,Basic Life Support,26.80572971830581,75.99547628592055,Available
AMB_0336,Basic Life Support,26.97572020886322,75.9071835766898,Busy
AMB_0337,Critical Care,26.992246471925117,75.67140775824232,Busy
AMB_0338,Basic Life Support,26.871014239017466,75.78770441402314,Available
AMB_0339,Basic Life Support,26.92244382612708,75.81925898401305,Busy
AMB_0340,Basic Life Support,26.78515142331384,75.92679118830507,Available
AMB_0341,Advanced Life Support,26.770951252899714,75.81804454521969,Available
AMB_0342,Advanced Life Support,26.910331190427165,75.96097437024157,Available
AMB_0343,Basic Life Support,26.89847112000815,75.9520295167026,Busy
AMB_0344,Basic Life Support,26.834053731857328,75.80042557763295,Maintenance
AMB_0345,Basic Life Support,26.857156105297605,75.91109547495893,Available
AMB_0346,Basic Life Support,26.848101445081163,75.89665818959865,Available
AMB_0347,Critical Care,26.992363173956903,75.70537129028823,Available
AMB_0348,Advanced Life Support,26.807495459308385,75.6811794507169,Busy
AMB_0349,Critical Care,26.915977261566887,75.94016628950466,Available
AMB_0350,Critical Care,26.77939952310286,75.93950088924112,Available
AMB_0351,Advanced Life Support,26.843830629613453,75.86215578636123,Available
AMB_0352,Advanced Life Support,26.851320697872804,75.98628796857719,Available
AMB_0353,Basic Life Support,26.754067089091134,75.74618232817284,Available
AMB_0354,Advanced Life Support,26.894493041232558,75.71386448684876,Busy
AMB_0355,Basic Life Support,26.910862871403733,75.69107206001758,Available
AMB_0356,Basic Life Support,26.914673887050697,75.85108677754684,Available
AMB_0357,Advanced Life Support,26.91799169297682,75.69486740409049,Available
AMB_0358,Critical Care,26.806371501698074,75.9499163278441,Busy
AMB_0359,Advanced Life Support,26.885991425599034,75.73550391030814,Available
AMB_0360,Critical Care,26.849782331947196,75.95488031525261,Available
AMB_0361,Critical Care,26.86699701541,75.82018822444287,Available
AMB_0362,Advanced Life Support,26.759792842583536,75.69291959638402,Available
AMB_0363,Basic Life Support,26.93280059548131,75.91963704201828,Available
AMB_0364,Basic Life Support,26.96253071364606,75.90453879759524,Available
AMB_0365,Basic Life Support,26.9916612287299,75.67265583161588,Available
AMB_0366,Critical Care,26.964276233892846,75.97735201690126,Busy
AMB_0367,Advanced Life Support,26.91103653301037,75.80222964963353,Busy
AMB_0368,Basic Life Support,26.83645219496102,75.72372511432016,Available
AMB_0369,Advanced Life Support,26.851535007407414,75.97109547985673,Available
AMB_0370,Basic Life Support,26.96803157860174,75.72159415624128,Available
AMB_0371,Basic Life Support,26.995641300547287,75.8471533736657,Available
AMB_0372,Advanced Life Support,26.92888138143833,75.74649203709998,Available
AMB_0373,Advanced Life Support,26.982984144850334,75.72491594988419,Available
AMB_0374,Basic Life Support,26.819021520025927,75.69033381921506,Available
AMB_0375,Critical Care,26.89187794219213,75.6605206234237,Busy
AMB_0376,Basic Life Support,26.890797341676464,75.74649783327115,Available
AMB_0377,Advanced Life Support,26.988760658096343,75.9794293664042,Available
AMB_0378,Advanced Life Support,26.933489280915822,75.91747452232332,Busy
AMB_0379,Critical Care,26.834543416686664,75.86425220285184,Available
AMB_0380,Critical Care,26.79023656525144,75.74961833858808,Busy
AMB_0381,Basic Life Support,26.88462762982832,75.98491567568502,Maintenance
AMB_0382,Basic Life Support,26.901384982439907,75.73634616016935,Busy
AMB_0383,Advanced Life Support,26.938298595796976,75.6767683361759,Maintenance
AMB_0384,Basic Life Support,26.891490090700284,75.83619768754507,Available
AMB_0385,Basic Life Support,26.902312870771585,75.87672996765703,Available
AMB_0386,Basic Life Support,26.924169988984872,75.74562880672232,Available
AMB_0387,Advanced Life Support,26.92272639436833,75.66372707140948,Busy
AMB_0388,Advanced Life Support,26.913057893548743,75.87396973574671,Available
AMB_0389,Advanced Life Support,26.89059804016364,75.82329490901708,Available
AMB_0390,Advanced Life Support,26.7552383478362,75.8973121001101,Available
AMB_0391,Advanced Life Support,26.905946806793384,75.98422636074127,Available
AMB_0392,Basic Life Support,26.8461483547826,75.87578072387895,Busy
AMB_0393,Basic Life Support,26.80192730575442,75.8327757451371,Available
AMB_0394,Basic Life Support,26.871495884448375,75.90164046103028,Maintenance
AMB_0395,Advanced Life Support,26.99982483280532,75.75213950692802,Busy
AMB_0396,Advanced Life Support,26.933357796897994,75.8531833549129,Available
AMB_0397,Basic Life Support,26.943315215565207,75.85642757686053,Available
AMB_0398,Advanced Life Support,26.8437001295097,75.9647242946202,Available
AMB_0399,Basic Life Support,26.801053795940653,75.82156832573753,Busy
AMB_0400,Critical Care,26.89256568998579,75.9647651419679,Available
AMB_0401,Basic Life Support,26.89135156516897,75.85845770829168,Busy
AMB_0402,Basic Life Support,26.941316199484653,75.89367068550955,Available
AMB_0403,Critical Care,26.85532358779206,75.90863821283024,Available
